"site_code","site_name","program","site_class","address","closest_band","dec_document_index","document_count","has_certificate_of_completion","certificate_documents","has_decision_or_rod","decision_documents","has_final_engineering_report","engineering_documents","has_site_management_plan","management_documents","has_periodic_review","periodic_review_documents","application_or_phase_documents","fact_sheet_documents","index_status","indexed_on"
"C915309","Silos at Elk Street Site","Brownfield Cleanup Program","C","50 Elk Street","within_1000_ft_of_dec_boundary","https://extapps.dec.ny.gov/data/DecDocs/C915309/","21","True","Certificate of Completion.BCP.C915309.2017-12-28.Certificate of Completion for Site No. C915309, Silos at Elk Street Site.pdf","True","Decision Document.BCP.C915309.2017-11-09.Decision Document - November 9, 2017.pdf","True","Report.BCP.C915309.2017-12-07.FER FULL VERSION.pdf","True","Work Plan.BCP.C915309.2018-02-13.Final_SMP.pdf | Work Plan.BCP.C915309.2025-03-17.SMP_Errata_Sheet.pdf","True","Report.BCP.C915309.2019-05-28.PRR_and_IC-EC_Certification.pdf | Report.BCP.C915309.2022-06-10.PRR_and_IC-EC_Certification.pdf | Report.BCP.C915309.2025-05-19.2025_PRR.pdf","Application.BCP.C915309.2016-08-01.Phase I ESA Report.pdf | Application.BCP.C915309.2016-08-05.Phase II Letter Report.pdf | Application.BCP.C915309.2016-12-06.Complete BCP Application.pdf | Report.BCP.C915309.2016-08-01.Silos at 50 Elk Street Site Phase I ESA.pdf","Fact Sheet.BCP.C915309.2016-12-14.Public comment BCP & Draft Investigation Plan.pdf | Fact Sheet.BCP.C915309.2017-08-02.Fact Sheet - Public comment End 9_15_17.pdf | Fact Sheet.BCP.C915309.2018-01-16.Cleanup Requirements Achieved and Certified.pdf","available","2026-07-29"
"C915312","Pierce Arrow Business Center","Brownfield Cleanup Program","C","155-157 Chandler Street","within_1000_ft_of_dec_boundary","https://extapps.dec.ny.gov/data/DecDocs/C915312/","31","True","Certificate of Completion.BCP.C915312.2017-12-27.Certificate of Completion for Site No. C915312, Pierce Arrow Business Center.pdf | Fact Sheet.BCP.C915312.2018-01-17.COC Issued.pdf","True","Decision Document.BCP.C915312.2017-12-19.Decision Document.pdf","True","Report.BCP.C915312.2017-12-14.Final Engineering Report.pdf","True","Report.BCP.C915312.2017-12-14.Site Management Plan.pdf","True","Report.BCP.C915312.2019-04-26.PRR-2018.pdf | Report.BCP.C915312.2020-05-13.PRR_and_IC-EC_Certification.pdf | Report.BCP.C915312.2021-07-16.PRR_and_IC-EC_Certification.pdf | Report.BCP.C915312.2022-08-16.PRR_and_IC-EC_Certification.pdf | Report.BCP.C915312.2023-07-13.PRR_and_IC-EC_Certification.pdf | Report.BCP.C915312.2024-11-15.PRR_and_IC-EC_Certification.pdf | Report.BCP.C915312.2025-09-10.PRR_and_IC-EC_Certification.pdf","Application.BCP.C915312.2016-12-29.Complet BCP Application.pdf | Application.BCP.C915312.2017-09-08.Complete BCA Amendment Application.pdf","Fact Sheet.BCP.C915312.2017-07-03.Fact Sheet - IRM.pdf | Fact Sheet.BCP.C915312.2017-10-25.Fact Sheet-NFA.pdf | Fact Sheet.BCP.C915312.2018-01-17.COC Issued.pdf","available","2026-07-29"
"C915313","990 Niagara Street","Brownfield Cleanup Program","A","990 NIAGARA STREET","within_1000_ft_of_dec_boundary","https://extapps.dec.ny.gov/data/DecDocs/C915313/","8","False","","True","Decision Document.BCP.C915313.2019-07-12.Decision Document - July 12, 2019.pdf","False","","False","","False","","Application.BCP.C915313.1997-11-03.Phase I ESA Report.pdf | Application.BCP.C915313.2017-01-06.Complete BCP Application.pdf","Fact Sheet.BCP.C915313.2019-04-01.RI_AAR_Factsheet.pdf","available","2026-07-29"
"C915314","MOD-PAC CORP.","Brownfield Cleanup Program","C","1801 Elmwood Avenue","within_1000_ft_of_dec_boundary","https://extapps.dec.ny.gov/data/DecDocs/C915314/","47","True","Certificate of Completion.BCP.C915314.2019-12-24.Executed COC.pdf","True","Decision Document.BCP.C915314.2019-07-26.Decision Document - July 26, 2019.pdf","True","Report.BCP.C915314.2019-12-13.Final_FER.pdf","True","Work Plan.BCP.C915314.2022-03-08.Revised_SMP.pdf","True","Report.BCP.C915314.2021-08-20.PRR_and_IC-EC_Certification.pdf | Report.BCP.C915314.2022-08-29.PRR_and_IC-EC_Certification.pdf | Report.BCP.C915314.2023-08-23.PRR_and_IC-EC_Certification.pdf | Report.BCP.C915314.2025-02-19.PRR_and_IC-EC_Certification.pdf | Report.BCP.C915314.2026-05-21.2026_PRR.pdf","Application.BCP.C915314.2017-04-19.Complete Application.pdf | Application.BCP.C915314.2019-01-02.Complete_BCA_Amendment_ Application_#1.pdf | Application.BCP.C915314.2019-01-02.Transmittal_Complete_BCA_Amendment_ Application_#2.pdf | Application.BCP.C915314.2019-08-28.Amendment_No3_merge_parcels.pdf | Report.BCP.C915314.2015-01-01.Environmental Reports submitted with application.pdf","","available","2026-07-29"
"C915317","Jefferson Avenue Apartments","Brownfield Cleanup Program","C","1140 & 1162 Jefferson Avenue","within_1000_ft_of_dec_boundary","https://extapps.dec.ny.gov/data/DecDocs/C915317/","7","True","Fact Sheet.BCP.C915317.2019-01-09.COC Issued.pdf","True","Decision Document.BCP.C915317.2018-08-28.Decision Document.pdf","True","Fact Sheet.BCP.C915317.2018-12-05.FER Available Notice.pdf | Report.BCP.C915317.2018-12-12.Final FER.pdf","False","","False","","","Fact Sheet.BCP.C915317.2018-06-27.RI-AAR Factsheet.pdf | Fact Sheet.BCP.C915317.2018-12-05.FER Available Notice.pdf | Fact Sheet.BCP.C915317.2019-01-09.COC Issued.pdf","available","2026-07-29"
"C915318","Main and Hertel","Brownfield Cleanup Program","C","2929-2939 Main Street","within_500_ft_of_dec_boundary","https://extapps.dec.ny.gov/data/DecDocs/C915318/","22","True","Certificate of Completion.BCP.C915318.2024-12-23.Main_and_Hertel.pdf","True","Decision Document.BCP.C915318.2022-06-14.DD_Final.pdf","True","Agreement.BCP.C915318.2022-08-04.Executed BCA Amendment No. 1 - Transfer Title .pdf | Report.BCP.C915318.2024-12-11.Final Engineering Report.pdf","True","Work Plan.BCP.C915318.2024-12-06.Site Management Plan.pdf","False","","Application.BCP.C915318.2014-12-31.Phase I Report.pdf | Application.BCP.C915318.2017-01-12.Phase II Report.pdf | Application.BCP.C915318.2017-05-02.Complete BCP Application.pdf","Fact Sheet.BCP.C915318.2017-11-08.draft_RI_workplan.pdf | Fact Sheet.BCP.C915318.2018-06-06.RI-AAR.pdf | Fact Sheet.BCP.C915318.2022-03-02.Proposed_remedy.pdf | Fact Sheet.BCP.C915318.2024-11-27.Cleanup Action Completed.pdf","available","2026-07-29"
"C915318A","Main and Hertel - Off-Site","Brownfield Cleanup Program","A","2929-2939 Main Street","within_500_ft_of_dec_boundary","https://extapps.dec.ny.gov/data/DecDocs/C915318A/","0","False","","False","","False","","False","","False","","","","unavailable: The remote server returned an error: (404) Not Found.","2026-07-29"
"C915320","166 Chandler Street","Brownfield Cleanup Program","C","166 Chandler Street","within_1000_ft_of_dec_boundary","https://extapps.dec.ny.gov/data/DecDocs/C915320/","16","True","Certificate of Completion.BCP.C915320.2018-12-20.COC.pdf | Fact Sheet.BCP.C915320.2019-01-10.COC Issued.pdf","True","Decision Document.BCP.C915320.2018-12-13.Decision Document.pdf","True","Fact Sheet.BCP.C915320.2018-12-26.FER.pdf | Report.BCP.C915320.2018-12-18.Final Engineering Report.pdf","True","Report.BCP.C915320.2022-03-11.Revised_SMP.pdf","True","Report.BCP.C915320.2020-08-17.PRR_and_IC-EC_Certification.pdf | Report.BCP.C915320.2021-06-10.PRR_and_IC-EC_Certification.pdf | Report.BCP.C915320.2022-05-20.PRR_and_IC-EC_Certification.pdf","Application.BCP.C915320.2017-06-15.Complete Application.pdf","Fact Sheet.BCP.C915320.2018-02-21.Fact Sheet--RI-IRM-AAR.pdf | Fact Sheet.BCP.C915320.2018-10-01.October_2018_Fact_Sheet.pdf | Fact Sheet.BCP.C915320.2018-12-26.FER.pdf | Fact Sheet.BCP.C915320.2019-01-10.COC Issued.pdf","available","2026-07-29"
"C915323","25 Rano Street Site","Brownfield Cleanup Program","A","25 Rano Street","within_1000_ft_of_dec_boundary","https://extapps.dec.ny.gov/data/DecDocs/C915323/","3","False","","False","","False","","False","","False","","","Fact Sheet.BCP.C915323.2018-01-24.Fact Sheet Rano Street  Draft RI Work Plan.pdf","available","2026-07-29"
"C915326","157 Great Arrow Avenue","Brownfield Cleanup Program","A","157 Great Arrow Avenue","within_500_ft_of_dec_boundary","https://extapps.dec.ny.gov/data/DecDocs/C915326/","7","False","","False","","False","","False","","False","","Application.BCP.C915326.2004-08-25.Limited and Subsurface Soil Investigation-spill 04-05987 (2 of 2)).pdf | Application.BCP.C915326.2004-09-08.Limited and Subsurface Soil Investigation-spill 04-05987 (1 of 2)).pdf | Application.BCP.C915326.2017-07-26.Subsurface Investigation Report.pdf | Application.BCP.C915326.2017-11-14.Complete BCP Application.pdf","","available","2026-07-29"
"C915340","240 - 260 Lakefront Boulevard Site","Brownfield Cleanup Program","C","240 Lakefront Boulevard","within_1000_ft_of_dec_boundary","https://extapps.dec.ny.gov/data/DecDocs/C915340/","26","True","Certificate of Completion.BCP.C915340.2020-08-04.Executed COC.pdf","True","Decision Document.BCP.C915340.2020-05-19.Decision Document.pdf","True","Report.BCP.C915340.2020-07-15.Final_Engineering_Report.pdf | Report.BCP.C915340.2022-02-25.Revised_FER.pdf","True","Report.BCP.C915340.2020-07-15.Site Management Plan - Final.pdf","True","Report.BCP.C915340.2022-01-26.PRR_and_IC-EC_Certification.pdf | Report.BCP.C915340.2023-02-16.PRR_and_IC-EC_Certification.pdf | Report.BCP.C915340.2024-02-21.PRR_and_IC-EC_Certification.pdf | Report.BCP.C915340.2025-02-17.PRR_and_IC-EC_Certification.pdf | Report.BCP.C915340.2026-03-17.PRR_and_IC-EC_Certification.pdf","Application.BCP.C915340.2018-11-21.Complete BCP Application.pdf | Application.BCP.C915340.2019-03-19.Complete Amendment Application-Corrected.pdf | Application.BCP.C915340.2019-08-21.Application - Amendment#2.pdf | Report.BCP.C915340.2017-12-01.Phase I ESA Report.pdf | Report.BCP.C915340.2018-11-01.Phase II ESA Report.pdf","","available","2026-07-29"
"C915354","140 Chandler Street","Brownfield Cleanup Program","C","140 Chandler Street","within_1000_ft_of_dec_boundary","https://extapps.dec.ny.gov/data/DecDocs/C915354/","13","True","Certificate of Completion.BCP.C915354.2020-12-30.Executed COC Package .pdf | Fact Sheet.BCP.C915354.2021-01-15.COC Issued.pdf","True","Decision Document.BCP.C915354.2020-12-29.140 Chandler Street Site.pdf","True","Report.BCP.C915354.2020-12-18.Final Engineering Report.pdf","False","","False","","Application.BCP.C915354.2019-10-08.Complete BCP Application.pdf","Fact Sheet.BCP.C915354.2020-01-27.Public Comment-RIWP.pdf | Fact Sheet.BCP.C915354.2020-11-06.NFA- Public Comment.pdf | Fact Sheet.BCP.C915354.2020-12-23.Cleanup Completed.pdf | Fact Sheet.BCP.C915354.2021-01-15.COC Issued.pdf","available","2026-07-29"
"C915358","125 Chandler Street Site","Brownfield Cleanup Program","N","125 Chandler Street","within_1000_ft_of_dec_boundary","https://extapps.dec.ny.gov/data/DecDocs/C915358/","4","False","","False","","False","","False","","False","","Application.BCP.C915358.2020-03-13.BCP Application.pdf","","available","2026-07-29"
"C915362","Former Pilgrim Village Family Apartments","Brownfield Cleanup Program","C","1100 MICHIGAN AVENUE","within_500_ft_of_dec_boundary","https://extapps.dec.ny.gov/data/DecDocs/C915362/","15","True","Certificate of Completion.BCP.C915362.2022-12-27.Executed COC Package .pdf | Fact Sheet.BCP.C915362.2023-01-04.COC Issued.pdf","True","Decision Document.BCP.C915362.2021-05-10.Decision Document.pdf","True","Report.BCP.C915362.2022-12-21.Final Engineering Report_Final.pdf","False","","False","","Application.BCP.C915362.2016-06-30.Phase I Environmental Site Assessment.pdf | Application.BCP.C915362.2019-07-15.Phase II Report.pdf | Application.BCP.C915362.2020-03-01.Environmental Site Assessment Report.pdf | Application.BCP.C915362.2020-05-15.Complete Application.pdf","Fact Sheet.BCP.C915362.2021-03-24.RAWP- Public Comment.pdf | Fact Sheet.BCP.C915362.2023-01-04.COC Issued.pdf","available","2026-07-29"
"C915363","Former Pilgrim Village Senior Apartments","Brownfield Cleanup Program","C","951 Ellicott Street","within_1000_ft_of_dec_boundary","https://extapps.dec.ny.gov/data/DecDocs/C915363/","19","True","Certificate of Completion.BCP.C915363.2022-12-27.Executed COC Package .pdf | Fact Sheet.BCP.C915363.2023-01-04.COC Issued.pdf","True","Decision Document.BCP.C915363.2021-05-10.Decision Document.pdf","True","Fact Sheet.BCP.C915363.2022-12-28.Cleanup Complete-FER Available.pdf | Report.BCP.C915363.2022-12-22.Final Engineering Report_Final.pdf","False","","False","","Application.BCP.C915363.2016-06-30.Phase I Envronmental Site Assessment.pdf | Application.BCP.C915363.2019-07-15.Phase II Report.pdf | Application.BCP.C915363.2020-05-01.Environmental Site Assessment Report.pdf | Application.BCP.C915363.2020-06-12.Complete Application.pdf","Fact Sheet.BCP.C915363.2020-11-25.RIWP - Public Comments.pdf | Fact Sheet.BCP.C915363.2021-03-24.RAWP- Public Comment.pdf | Fact Sheet.BCP.C915363.2022-12-28.Cleanup Complete-FER Available.pdf | Fact Sheet.BCP.C915363.2023-01-04.COC Issued.pdf","available","2026-07-29"
"C915364","1095 Niagara Street Site","Brownfield Cleanup Program","A","1095 Niagara Street","within_1000_ft_of_dec_boundary","https://extapps.dec.ny.gov/data/DecDocs/C915364/","8","False","","False","","False","","False","","False","","Application.BCP.C915364.2008-05-01.Phase I Environmental Site Assessment Report.pdf | Application.BCP.C915364.2008-06-01.Phase II Environmental Investigation Report.pdf | Application.BCP.C915364.2020-07-07.Complete Application.pdf | Report.BCP.C915364.2008-05-15.Phase_I_ESA_Report.pdf","","available","2026-07-29"
"C915366","Ellicott and Oak Streets Site","Brownfield Cleanup Program","A","324, 328, and 334 North Oak St and 441 Ellicott St","within_500_ft_of_dec_boundary","https://extapps.dec.ny.gov/data/DecDocs/C915366/","5","False","","False","","False","","False","","False","","Application.BCP.C915366.2019-12-02.Phase II Evironmental Investigation Report.pdf | Application.BCP.C915366.2020-02-01.Phase I Environmental Site Assessment Report.pdf | Application.BCP.C915366.2020-07-01.Complete Application.pdf | Application.BCP.C915366.2020-09-01.Draft Remedial Investigation Work Plan.pdf","","available","2026-07-29"
"C915369","389 Manhattan Avenue","Brownfield Cleanup Program","A","389 Manhattan Avenue","within_1000_ft_of_dec_boundary","https://extapps.dec.ny.gov/data/DecDocs/C915369/","8","False","","True","Decision Document.BCP.C915369.2026-04-21.Decision Document.pdf","False","","False","","False","","Application.BCP.C915369.2020-07-15.Limited Phase II Site Investigation Report.pdf | Application.BCP.C915369.2020-09-01.Phase I Environmental Site Assessment.pdf | Application.BCP.C915369.2021-01-21.Complete Application.pdf","Fact Sheet.BCP.C915369.2024-09-11.Fact Sheet - Remedy Selected.pdf","available","2026-07-29"
"C915370","156 Chandler Street","Brownfield Cleanup Program","A","156 Chandler Street","within_1000_ft_of_dec_boundary","https://extapps.dec.ny.gov/data/DecDocs/C915370/","7","False","","False","","False","","False","","False","","Application.BCP.C915370.2021-06-01.BCP Application.pdf | Application.BCP.C915370.2021-06-01.BCP_Application_Exhibit_B.pdf | Application.BCP.C915370.2021-06-01.BCP_Application_Exhibit_C.pdf | Application.BCP.C915370.2021-06-01.BCP_Application_Exhibit_D.pdf","","available","2026-07-29"
"C915375","Michigan-Best Development","Brownfield Cleanup Program","C","1145 Michigan Avenue","within_500_ft_of_dec_boundary","https://extapps.dec.ny.gov/data/DecDocs/C915375/","10","True","Certificate of Completion.BCP.C915375.2022-12-29.Executed COC Package .pdf","True","Decision Document.BCP.C915375.2022-12-21.Decision Document.pdf","True","Report.BCP.C915375.2022-12-22.Final Engineering Report.pdf","False","","False","","Application.BCP.C915375.2016-02-25.Phase I Environmental Site Assessment.pdf | Application.BCP.C915375.2021-02-01.Phase II Environmental Investigation Report.pdf | Application.BCP.C915375.2021-03-01.Draft Remedial Investigation-Interim Remedial Measures-Alternatives Analysis Work Plan.pdf | Application.BCP.C915375.2021-03-19.Complete Application.pdf","","available","2026-07-29"
"C915377","Mt. Olive Senior Manor Site","Brownfield Cleanup Program","C","227 Sheridan Avenue","within_1000_ft_of_dec_boundary","https://extapps.dec.ny.gov/data/DecDocs/C915377/","14","False","","True","Decision Document.BCP.C915377.2023-04-11.Decision Document.pdf","True","Report.BCP.C915377.2023-12-27.Final Engineering Report.pdf","True","Work Plan.BCP.C915377.2023-12-27.Site Management Plan.pdf","False","","Application.BCP.C915377.2021-02-08.Geotechnical Engineering Report.pdf | Application.BCP.C915377.2021-03-01.Phase I Environmental Site Assessment.pdf | Application.BCP.C915377.2021-04-01.Limited Phase 2 Environmental Investigation Report.pdf | Application.BCP.C915377.2021-04-23.Complete Application.pdf","","available","2026-07-29"
"C915388","Simon Properties Northeast","Brownfield Cleanup Program","N","264 Oak Street","within_1000_ft_of_dec_boundary","https://extapps.dec.ny.gov/data/DecDocs/C915388/","3","False","","False","","False","","False","","False","","Application.BCP.C915388.2021-11-01.Phase I Environmental Site Assessment.pdf | Application.BCP.C915388.2022-01-01.Subsurface Phase II Environmental Site Assessment.pdf | Application.BCP.C915388.2023-08-16.Complete Application.pdf","","available","2026-07-29"
"C915389","147 West Tupper Street Site","Brownfield Cleanup Program","C","147 West Tupper Street","within_500_ft_of_dec_boundary","https://extapps.dec.ny.gov/data/DecDocs/C915389/","16","True","Certificate of Completion.BCP.C915389.2025-12-23.147_West_Tupper_Street_Site_COC.pdf | Fact Sheet.BCP.C915389.2026-01-05.Certificate of Completion .pdf","True","Decision Document.BCP.C915389.2024-01-16.Final Decision Document.pdf","True","Report.BCP.C915389.2025-12-11.Final Engineering Report .pdf","False","","False","","Application.BCP.C915389.2022-01-26.West Tupper and Trinity- Phase I ESA Final.pdf | Application.BCP.C915389.2022-02-07.Phase II Report-West Tupper & Trinity.pdf | Application.BCP.C915389.2022-07-21.147 West Tupper Street Site - RI Work Plan.pdf | Application.BCP.C915389.2022-07-26.Complete BCP Application .pdf","Fact Sheet.BCP.C915389.2023-11-01.RIAAR_Public_Comment Period.pdf | Fact Sheet.BCP.C915389.2026-01-05.Certificate of Completion .pdf","available","2026-07-29"
"C915391","2101 Kenmore Avenue Site","Brownfield Cleanup Program","C","2101 Kenmore Avenue","within_1000_ft_of_dec_boundary","https://extapps.dec.ny.gov/data/DecDocs/C915391/","17","False","","True","Decision Document.BCP.C915391.2024-12-17.Reissued Decision Document.pdf","True","Report.BCP.C915391.2024-12-30.Final Engineering Report.pdf","True","Report.BCP.C915391.2024-12-30.Site Management Plan.pdf","False","","Application.BCP.C915391.2021-07-27.Analytical Report .pdf | Application.BCP.C915391.2021-07-27.Soil Analytical Results Table.pdf | Application.BCP.C915391.2022-09-23.Complete BCP Application .pdf","Fact Sheet.BCP.C915391.2023-07-14.RIWP Fact Sheet.pdf | Fact Sheet.BCP.C915391.2023-12-13.RI-AAR Fact Sheet.pdf","available","2026-07-29"
"C915400","Jefferson and Best Site","Brownfield Cleanup Program","A","1003 Jefferson Ave, 403-411 Best St, 94-120 Earl","within_500_ft_of_dec_boundary","https://extapps.dec.ny.gov/data/DecDocs/C915400/","6","False","","False","","False","","False","","False","","Application.BCP.C915400.2022-02-22.Phase II Environmental Subsurface Investigation Report.pdf | Application.BCP.C915400.2022-11-16.Supplemental Phase II Evironmental Subsurface Investigation Results.pdf | Application.BCP.C915400.2023-04-24.Geophysical Survey Results.pdf | Application.BCP.C915400.2023-05-01.Supplemental Phase II Environmental Investigation Report.pdf | Application.BCP.C915400.2024-01-30.Revised Complete Application.pdf","","available","2026-07-29"
"C915402","Bailey and Kensington","Brownfield Cleanup Program","N","3074 Bailey Ave; 1096, 1098, & 1102 Kensington Ave","within_1000_ft_of_dec_boundary","https://extapps.dec.ny.gov/data/DecDocs/C915402/","4","False","","False","","False","","False","","False","","Application.BCP.C915402.2022-07-01.Phase I ESA .pdf | Application.BCP.C915402.2022-10-01.Phase II ESA.pdf | Application.BCP.C915402.2023-04-12.Supplemental Phase II Report .pdf | Application.BCP.C915402.2023-11-16.Complete BCP Application .pdf","","available","2026-07-29"
"C915415","Former Pilgrim Village Sublot 3","Brownfield Cleanup Program","A","951 Ellicott Street","within_1000_ft_of_dec_boundary","https://extapps.dec.ny.gov/data/DecDocs/C915415/","8","False","","False","","False","","False","","False","","Application.BCP.C915415.2023-03-03.Phase I - Lots 3, 4 and 5.pdf | Application.BCP.C915415.2023-03-03.Phase II - Lots 3 & 5.pdf | Application.BCP.C915415.2024-06-01.Phase I - Lot 3.pdf | Application.BCP.C915415.2025-05-09.UDS Level 2 Report Final Report .pdf | Application.BCP.C915415.2025-06-01.UDS Level 2 Report Final Report .pdf | Application.BCP.C915415.2025-09-22.Complete BCP Application .pdf","","available","2026-07-29"
"C915421","Voelkers Lanes Apartments","Brownfield Cleanup Program","A","1624, 1628, 1634 Elmwood Ave; 155 Marion St;","within_1000_ft_of_dec_boundary","https://extapps.dec.ny.gov/data/DecDocs/C915421/","9","False","","False","","False","","False","","False","","Application.BCP.C915421.2019-05-01.Phase 1 ESA.pdf | Application.BCP.C915421.2019-07-01.Phase 2 ESA.pdf | Application.BCP.C915421.2023-12-01.Phase 1 ESA.pdf | Application.BCP.C915421.2024-04-01.Phase 2 ESA.pdf | Application.BCP.C915421.2026-02-25.Supplemental Data.pdf | Application.BCP.C915421.2026-05-01.RIWP Draft.pdf | Application.BCP.C915421.2026-05-27.Draft CPP.pdf | Application.BCP.C915421.2026-06-01.Phase 2 ESA.pdf | Application.BCP.C915421.2026-07-09.Complete BCP Application.pdf","","available","2026-07-29"
"E915213","1318 Niagara Street","Environmental Restoration Program ","A","1318 Niagara Street","within_1000_ft_of_dec_boundary","https://extapps.dec.ny.gov/data/DecDocs/E915213/","25","False","","True","Decision Document.ERP.E915213.2025-09-19.1318_Niagara_ESD.pdf | ROD.ERP.E915213.2014-03-26.1318 Niagara Street Record of Decision.pdf | ROD.ERP.E915213.2025-06-30.1318 Niagara ESD.pdf | ROD.ERP.E915213.2025-09-09.1318_Niagara_ESD_Final.pdf","False","","True","Report.ERP.E915213.2021-06-25.1318NiagaraSt_ISMPFinal_Ramboll.pdf","False","","","Fact Sheet.ERP.E915213.2009-09-17.investigation_and IRM begins.pdf | Fact Sheet.ERP.E915213.2010-06-11.IRM_start.pdf | Fact Sheet.ERP.E915213.2010-08-01.IRM_Fact Sheet to DEC.pdf | Fact Sheet.ERP.E915213.2012-06-04.public_comment_announced.pdf | Fact Sheet.ERP.E915213.2014-02-04.comment_period_and_meeting.pdf | Fact Sheet.ERP.E915213.2025-07-09.1318NiagaraESD_Factsheet.pdf | Fact Sheet.ERP.E915213.2025-09-09.1318NiagaraESD_Final_Factsheet.pdf","available","2026-07-29"
"V00084","601 Amherst Street","Voluntary Cleanup Program","C","601 Amherst Street","within_1000_ft_of_dec_boundary","https://extapps.dec.ny.gov/data/DecDocs/V00084/","12","False","","False","","False","","False","","False","","","","available","2026-07-29"
"V00168","Main-LaSalle Revitalization Project","Voluntary Cleanup Program","N","Main-LaSalle Street","within_1000_ft_of_dec_boundary","https://extapps.dec.ny.gov/data/DecDocs/V00168/","8","False","","False","","False","","False","","False","","","","available","2026-07-29"
"V00314","Aurubis Buffalo, Inc.","Voluntary Cleanup Program","C","Military Road and Sayre Street","within_1000_ft_of_dec_boundary","https://extapps.dec.ny.gov/data/DecDocs/V00314/","16","False","","False","","True","Report.VCP.V00314.2007-06-27.Final_FER-RAR.pdf","True","Report.VCP.V00314.2018-07-30.Updated_SMP.pdf","True","Report.VCP.V00314.2009-07-05.2009PRRAndICECCertification-FINAL.pdf | Report.VCP.V00314.2013-06-22.PRRandIC-ECCertification.pdf | Report.VCP.V00314.2014-04-17.PRR and IC_EC Certification.pdf | Report.VCP.V00314.2017-06-30.PRR_and_IC-EC_Certification-CMWP_Included.pdf | Report.VCP.V00314.2018-07-30.PRR.pdf | Report.VCP.V00314.2020-08-28.PRR_and_IC-EC_Certification.pdf | Report.VCP.V00314.2024-02-22.PRR_and_IC-EC_Certification.pdf","","Fact Sheet.VCP.V00314.2004-09-01.OAB_Area_J_IRM_VCP.pdf","available","2026-07-29"
"V00362","NFG - Buffalo Service Center","Voluntary Cleanup Program","C","95 Fourth Street","within_500_ft_of_dec_boundary","https://extapps.dec.ny.gov/data/DecDocs/V00362/","18","False","","False","","False","","False","","True","Report.VCP.V00362.2017-08-25.PRR_and_IC-EC_Certification.pdf | Report.VCP.V00362.2018-10-11.PRR_and_IC-EC_Certification.pdf | Report.VCP.V00362.2019-07-31.PRR_and_IC-EC_Certification.pdf | Report.VCP.V00362.2020-07-30.PRR_and_IC-EC_Certification.pdf | Report.VCP.V00362.2021-08-11.PRR_and_IC-EC_Certification.pdf | Report.VCP.V00362.2022-09-07.PRR_and_IC-EC_Certification.pdf","","Fact Sheet.VCP.V00362.2005-06-01.NFG-BSC.pdf | Fact Sheet.VCP.V00362.2005-09-01.NFG-BSC.pdf | Fact Sheet.VCP.V00362.2012-07-01.Excavation.pdf","available","2026-07-29"
"V00734","Buffalo River - GLNPO Dredging Project","Voluntary Cleanup Program","N","Buffalo River and City Ship Canal","within_1000_ft_of_dec_boundary","https://extapps.dec.ny.gov/data/DecDocs/V00734/","0","False","","False","","False","","False","","False","","","","unavailable: The remote server returned an error: (404) Not Found.","2026-07-29"
